text_key,text_type,zh_cn,note
item_name_route_rare_material,name,外路奇材,第二年物品
desc_route_rare_material,desc,跨界商路带回的少见材料，适合用于高级订单、建筑和精怪进阶。,第二年物品描述
item_name_yearwheel_memory_shard,name,年轮记忆片,第二年物品
desc_yearwheel_memory_shard,desc,完成年轮试炼后凝成的记忆碎片，记录着洞天又走过一个节气的痕迹。,第二年物品描述
item_name_deco_ecology_monument,name,生态庭院纪念碑,成就装饰
desc_deco_ecology_monument,desc,纪念多座主题庭院达成甲等评分的洞天装饰。,成就装饰描述
item_name_deco_spirit_codex_wall,name,精怪图鉴墙,成就装饰
desc_deco_spirit_codex_wall,desc,记录稀有精怪相遇、进化和羁绊故事的纪念墙。,成就装饰描述
customer_name_child,name,镇上小童,顾客名
customer_name_pilgrim,name,节气朝圣客,顾客名
customer_name_collector,name,奇货收藏客,顾客名
customer_name_villager,name,凡仙镇民,顾客名
customer_name_rogue,name,路过散修,顾客名
customer_name_healer,name,采药医修,顾客名
customer_name_crafter,name,游方匠师,顾客名
customer_name_trader,name,外路行商,顾客名
customer_name_guest,name,远来贵客,顾客名
customer_name_faction,name,门派采办,顾客名
customer_arch_villager,name,镇民,顾客类型
customer_arch_child,name,小童,顾客类型
customer_arch_rogue,name,散修,顾客类型
customer_arch_healer,name,医修,顾客类型
customer_arch_crafter,name,匠师,顾客类型
customer_arch_trader,name,行商,顾客类型
customer_arch_guest,name,贵客,顾客类型
customer_arch_faction,name,门派采办,顾客类型
customer_arch_pilgrim,name,朝圣客,顾客类型
customer_arch_collector,name,收藏客,顾客类型
customer_tag_fresh_food,name,新鲜吃食,顾客标签
customer_tag_medicine,name,药品药材,顾客标签
customer_tag_water_relief,name,救灾水食,顾客标签
customer_tag_portable_supply,name,便携补给,顾客标签
customer_tag_festival_gift,name,节庆礼品,顾客标签
customer_tag_premium_luxury,name,高级珍品,顾客标签
customer_tag_batch_standard,name,批量标准货,顾客标签
customer_tag_route_rare,name,外路奇货,顾客标签
customer_tag_spirit_crafted,name,精怪手作,顾客标签
customer_tag_ecology_product,name,生态庭院产物,顾客标签
customer_tag_cooling,name,消暑清凉,顾客标签
customer_tag_warming,name,温补御寒,顾客标签
customer_tag_ritual,name,仪式供物,顾客标签
customer_tag_low_price,name,平价日用,顾客标签
customer_tag_low_quality,name,低劣品质,顾客标签
ui_hint_tag_fresh_food,ui_hint,镇民和小童会优先购买新鲜吃食。,顾客标签提示
ui_hint_tag_medicine,ui_hint,药品药材在寒冷、灾害和门派订单中需求更高。,顾客标签提示
ui_hint_tag_water_relief,ui_hint,大暑、大寒和灾害期会显著提高救灾水食需求。,顾客标签提示
ui_hint_tag_portable_supply,ui_hint,散修和行商更偏好能带去秘境或商路的补给。,顾客标签提示
ui_hint_tag_festival_gift,ui_hint,节庆礼品适合冬至和名铺赛季陈列。,顾客标签提示
ui_hint_tag_premium_luxury,ui_hint,高级珍品能吸引贵客和收藏客，但对陈列品质要求更高。,顾客标签提示
ui_hint_tag_batch_standard,ui_hint,门派采办重视批量、稳定和标准化。,顾客标签提示
ui_hint_tag_route_rare,ui_hint,外路奇货可提高行商和收藏客到访意愿。,顾客标签提示
ui_hint_tag_spirit_crafted,ui_hint,精怪手作商品更容易触发收藏客和朝圣客反馈。,顾客标签提示
ui_hint_tag_ecology_product,ui_hint,生态庭院产物会让第二年店铺更有辨识度。,顾客标签提示
ui_hint_tag_cooling,ui_hint,炎热节气会提高消暑清凉类商品需求。,顾客标签提示
ui_hint_tag_warming,ui_hint,寒冷节气会提高温补御寒类商品需求。,顾客标签提示
ui_hint_tag_ritual,ui_hint,仪式供物适合清明、冬至和门派采办。,顾客标签提示
ui_hint_tag_low_price,ui_hint,平价日用能稳定基础客流，但利润较低。,顾客标签提示
ui_hint_tag_low_quality,ui_hint,低劣品质会显著降低贵客、门派和收藏客评价。,顾客标签提示
customer_flow_hint_sweets,ui_hint,小童正在看甜品和便宜小食。,顾客流程提示
customer_flow_hint_allowance,ui_hint,小童正在数今天带够了多少钱。,顾客流程提示
customer_flow_hint_ritual,ui_hint,朝圣客正在寻找有节气寓意的商品。,顾客流程提示
customer_flow_hint_story,ui_hint,朝圣客更喜欢背后有故事的商品。,顾客流程提示
customer_flow_hint_rare,ui_hint,收藏客正在寻找稀有货和精怪手作。,顾客流程提示
customer_flow_hint_authenticity,ui_hint,收藏客正在确认这件货是否真有来历。,顾客流程提示
subtitle_side_0101_beat_01,subtitle,这座旧桥以前不是断在这里的。人心散了，它才先塌了。,支线过场字幕
subtitle_side_0101_beat_02,subtitle,这块碑你拿着。桥能不能修好，有时候先看人还记不记得路。,支线过场字幕
subtitle_side_0103_beat_01,subtitle,药箱空得太快了。不是病多，是大家终于敢来求救了。,支线过场字幕
subtitle_side_0103_beat_02,subtitle,这一味药能续上的不是命，是他们今晚终于能睡一会儿。,支线过场字幕
subtitle_side_0201_beat_01,subtitle,价格不是越低越好。你得让客人觉得这钱花得有道理。,支线过场字幕
subtitle_side_0201_beat_02,subtitle,看见没？有些货涨一点没人走，有些货少一文都嫌贵。,支线过场字幕
subtitle_side_0205_beat_01,subtitle,池底还没死透。只要第一口活水回来，这里就能养东西。,支线过场字幕
subtitle_side_0205_beat_02,subtitle,去吧。以后这池水里，也该有点会游的热闹了。,支线过场字幕
subtitle_side_0304_beat_01,subtitle,精怪也要有地方歇。它们帮你扛活，你也得给它们留盏灯。,支线过场字幕
subtitle_side_0304_beat_02,subtitle,你看，它们知道这是给自己留的位置。,支线过场字幕
subtitle_side_0306_beat_01,subtitle,夜路不是不能走，是得有人知道怎么守。,支线过场字幕
subtitle_side_0306_beat_02,subtitle,这下好了，连田边的风都不敢乱动了。,支线过场字幕
subtitle_side_0402_beat_01,subtitle,最后这一趟路不好走。但你货备齐了，我就敢去把缺口补上。,支线过场字幕
subtitle_side_0402_beat_02,subtitle,回来得晚了点。东西在，命也在，账就算没亏。,支线过场字幕
subtitle_side_0405_beat_01,subtitle,水线一接上，终阵就不再只是几块冷石头。,支线过场字幕
subtitle_side_0405_beat_02,subtitle,好，这一口活水，终于接到阵心里了。,支线过场字幕
subtitle_final_banquet_01,subtitle,凡仙镇的灯一盏接一盏亮起，像把大旱时熄掉的夜色重新缝回来。,终章大宴字幕
subtitle_final_banquet_02,subtitle,万年蟠桃在桌心发光，果香里有雨声、药香、炉火和田泥。,终章大宴字幕
subtitle_final_banquet_03,subtitle,那些曾经只在任务里出现的人，现在坐在同一张桌边，把话留给明年。,终章大宴字幕
subtitle_final_banquet_04,subtitle,精怪们绕着灯影打转，像在确认这里终于也是它们的家。,终章大宴字幕
subtitle_final_banquet_05,subtitle,河道先响了一声，随后整条水线都回了光。,终章大宴字幕
subtitle_final_banquet_06,subtitle,第二年开启：名铺赛季、后日谈、跨界商路和自由造景已进入洞天年册。,终章大宴字幕
toast_support_xubo_prep,ui_toast,许伯带人支援：终阵施工人手增加。,终章支援提示
toast_support_xubo_ending,ui_toast,许伯支援回响：凡仙镇声望提升。,终章支援提示
toast_support_zhang_prep,ui_toast,张铁山支援：终阵稳定性提升。,终章支援提示
toast_support_zhang_battle,ui_toast,张铁山支援：终阵受损降低。,终章支援提示
toast_support_baizhi_prep,ui_toast,白芷支援：战斗容错窗口增加。,终章支援提示
toast_support_baizhi_battle,ui_toast,白芷支援：濒危时获得一次急救。,终章支援提示
toast_support_lu_prep,ui_toast,陆三笑支援：校时判定更宽松。,终章支援提示
toast_support_hu_prep,ui_toast,胡四海支援：终章库存补给增加。,终章支援提示
toast_support_hu_ending,ui_toast,胡四海支援回响：第二年商路押金降低。,终章支援提示
toast_support_atan_prep,ui_toast,阿檀支援：阵台外构容量增加。,终章支援提示
toast_support_atan_ending,ui_toast,阿檀支援回响：第二年造景成本降低。,终章支援提示
toast_support_qinghe_prep,ui_toast,青禾支援：终阵引水效率提升。,终章支援提示
toast_support_qinghe_battle,ui_toast,青禾支援：火系场地危险降低。,终章支援提示
toast_support_shen_prep,ui_toast,沈孤灯支援：终巢护送阶段减伤。,终章支援提示
toast_support_shen_battle,ui_toast,沈孤灯支援：Boss 增援延迟。,终章支援提示
toast_support_full_resonance,ui_toast,众人支援共鸣：终章协力效果全部激活。,终章支援提示
subtitle_support_workers,subtitle,许伯带着镇上的人到了。不是围观，是来搭一把手。,终章演出字幕
subtitle_support_supply,subtitle,胡四海把最后一车外路材料卸在阵边，连喘气都顾不上。,终章演出字幕
subtitle_support_guard,subtitle,沈孤灯在阵外划下一道线：线外的东西，别让它进来。,终章演出字幕
ui_ending_unlocks,ui,第二年内容已开放：名铺赛季、精怪羁绊、远征与生态庭院。,结局面板
ui_hint_term_change,ui_hint,节气已变化，作物、顾客和精怪加成也会随之改变。,节气提示
dialogue_boss_hint_mingmu,subtitle,它不是虫，也不是木偶。它在啃这片洞天最后一口活气。,Boss提示字幕
event_name_main_0302,name,商会来客,事件名
event_name_main_0305,name,炽砂线索到手,事件名
order_name_faction_0001,order_name,门派采办首单,第三章门派采办
dungeon_name_fire_ruin,name,炽砂遗迹,第三章秘境
item_name_drink_xuanxiang_lingniang,name,玄香灵酿,第三章采办成品
desc_drink_xuanxiang,desc,用玄香稻与荷灯莲子酿成的温润灵酒，开封时有一线米香和莲灯气。,第三章采办成品描述
item_name_gift_yunjin_lijuan,name,云锦礼卷,第三章采办成品
desc_gift_yunjin,desc,用云丝布卷与芝麻灵油封边的礼卷，门派执事最喜欢这种体面又耐放的礼货。,第三章采办成品描述
item_name_special_huojing,name,炽炎火精,第三章核心道具
desc_special_huojing,desc,炽砂遗迹深处凝出的火位核心，像一团不肯熄灭的活火，可为节气大阵奠定火脉。,第三章核心道具描述
building_name_loom_001,name,织机,工坊建筑
building_name_vat_001,name,酿缸,工坊建筑
building_name_vat_002,name,玄酿高缸,三章工坊建筑
machine_name_loom_001,name,织机,工坊机器
machine_name_vat_001,name,酿缸,工坊机器
machine_name_vat_002,name,玄酿高缸,工坊机器
recipe_name_xuanxiang_lingniang,name,玄香灵酿,第三章配方
recipe_name_yunjin_lijuan,name,云锦礼卷,第三章配方
item_name_zhima_lingyou,name,芝麻灵油,第三章材料
desc_lingyou,desc,秋穗芝麻榨出的清亮灵油，适合封边、调香和制作礼货。,第三章材料描述
item_name_cloth_yunsi_bujuan,name,云丝布卷,第三章材料
desc_cloth_yunsi,desc,由银铃流云草织成的柔韧布卷，摸上去像一片贴着手心的云。,第三章材料描述
dialogue_main_0302_001,dialogue,我这趟不是来蹭茶的。外头有个小门派开了采办口，第一张单子，我替你抢下来了。,商会来客
dialogue_main_0302_002,dialogue,门派采办？听起来不像镇上早市那种散卖。,商会来客
dialogue_main_0302_003,dialogue,当然不像。外路客看中的不是便宜，是成套、稳定、像样。酒要能上席，礼要能入账，交付日子还得准。,商会来客
dialogue_main_0302_004,dialogue,百怪大院刚立好，精怪们能分工，工坊也能排班。这单正好试试洞天是不是能自己转起来。,商会来客
dialogue_main_0302_005,dialogue,交稳了，我就把一张旧采路残图给你。那路通向炽砂遗迹，听说火脉里还压着一枚活火精。,商会来客
dialogue_main_0302_006,dialogue,所以这不只是赚钱，是把外路生意和下一处秘境一起接进来。,商会来客
dialogue_main_0302_007,dialogue,说得漂亮。掌柜的，第一张门派采办单，别让人觉得凡仙镇只会卖萝卜汤。,商会来客
dialogue_main_0302_008,dialogue,门派采办开启：交付玄香灵酿与云锦礼卷，完成首单后解锁炽砂遗迹线索。,商会来客
dialogue_main_0306_001,dialogue,旧采路尽头，风沙里露出半截焦黑石门，门缝像还在喘火。,炽砂遗迹
dialogue_main_0306_002,dialogue,就是这儿。别看它塌了半边，过去走货的人都知道，炽砂遗迹里有火脉，也有不讲理的东西。,炽砂遗迹
dialogue_main_0306_003,dialogue,门派要的不是火脉传闻。他们想确认这里还有没有能归阵的火精。,炽砂遗迹
dialogue_main_0306_004,dialogue,你进去，我在外头守账和退路。真见着赤魇蝎后，别逞能，带精怪一起扛。,炽砂遗迹
dialogue_main_0306_005,dialogue,炽砂遗迹已开启：深入火土残阵，击败赤魇蝎后，带回炽炎火精。,炽砂遗迹
dialogue_main_0307_001,dialogue,这团火精，像活的一样。,炽炎火精归位
dialogue_main_0307_002,dialogue,能压住它，说明你已经不是刚来镇上的那个散修了。,炽炎火精归位
dialogue_main_0307_003,dialogue,我在外头等得都想跑了，结果你真把这东西背出来了。,炽炎火精归位
dialogue_main_0307_004,dialogue,跑了也正常。里头可不讲情面。,炽炎火精归位
dialogue_main_0307_005,dialogue,但你讲。你会顾人，也会顾精怪。这才是你现在最值钱的本事。,炽炎火精归位
dialogue_main_0307_006,dialogue,有这火精，后面不少门派大单都敢接了。精品柜、炼制炉、外路货，全能往上提。,炽炎火精归位
dialogue_main_0307_007,dialogue,我越来越觉得，这地方不是在被我撑着，是在自己长出筋骨。,炽炎火精归位
dialogue_main_0307_008,dialogue,那就别让它倒在最后一步。,炽炎火精归位
dialogue_main_0307_009,dialogue,第三章完成：二阶进化、高阶订单、火位核心与终章前置开启。,炽炎火精归位
dialogue_main_0401_001,dialogue,天色发白得发硬，井绳摩擦声空空回荡。,九曜大旱
dialogue_main_0401_002,dialogue,没水了，真的没水了！,九曜大旱
dialogue_main_0401_003,dialogue,河床昨夜又退了一层，鱼都翻了白。,九曜大旱
dialogue_main_0401_004,dialogue,先别乱！家家按份取水，老人和孩子排前头。,九曜大旱
dialogue_main_0401_005,dialogue,连镇井都见底了？,九曜大旱
dialogue_main_0401_006,dialogue,我原以为还能再撑几天。现在看，撑不到了。,九曜大旱
dialogue_main_0401_007,dialogue,你洞天的泉，还在。,九曜大旱
dialogue_main_0401_008,dialogue,我知道这话难开口。但若不借那口泉，镇上今天就有人熬不过去。,九曜大旱
dialogue_main_0401_009,dialogue,借。先救人。田能缓，人缓不得。,九曜大旱
dialogue_main_0401_010,dialogue,你这句话，我记下了。,九曜大旱
dialogue_main_0401_011,dialogue,世界事件“九曜大旱”开启：成长减速、供水压力上升、应急订单刷新。,九曜大旱
event_name_main_0402,name,陆三笑揭秘,事件名
item_name_seed_qingshui_hulu,name,清水葫芦种子,大旱救援作物
desc_seed_qingshui_hulu,desc,小暑后最稳的水脉葫芦种，皮薄盛水，适合灾期救援。,大旱救援作物描述
item_name_crop_qingshui_hulu,name,清水葫芦,大旱救援作物
desc_crop_qingshui_hulu,desc,剖开后能盛住一汪清凉灵水，镇上旱热时最缺这种东西。,大旱救援作物描述
item_name_seed_jinsui_yumi,name,金穗玉米种子,大旱救援作物
desc_seed_jinsui_yumi,desc,耐存放的金穗粮种，救灾时一袋能撑起许多灶火。,大旱救援作物描述
item_name_seed_guyu_chaya,name,谷雨茶芽种子,中期茶作物
desc_seed_guyu_chaya,desc,雨前最嫩的一批茶芽种，种得稳时，做出来的灵茶会先透一口清甜。,中期茶作物描述
item_name_seed_yinling_liuyuncao,name,引灵流云草种子,中期布料作物
desc_seed_yinling_liuyuncao,desc,草叶细长，风一过就像要飘起来，是云丝布卷最稳的原料之一。,中期布料作物描述
item_name_seed_penhuo_xiaolajiao,name,喷火小辣椒种子,夏季火系作物
desc_seed_penhuo_xiaolajiao,desc,晒足暑气后会变得格外辣，既能下锅，也能给火工和夜巡添一线狠劲。,夏季火系作物描述
item_name_seed_yuewen_huanggua,name,月纹黄瓜种子,夏季清口作物
desc_seed_yuewen_huanggua,desc,瓜皮带淡淡月纹，暑天种得好时，切开就有一股凉生生的水气。,夏季清口作物描述
item_name_seed_hedeng_lianzi,name,荷灯莲子种子,夏季节庆作物
desc_seed_hedeng_lianzi,desc,夏夜最稳的水生莲种，成串结实时像一盏盏小灯压在水面上。,夏季节庆作物描述
item_name_seed_shuangtang_nangua,name,霜糖南瓜种子,秋季甜食作物
desc_seed_shuangtang_nangua,desc,皮厚耐放，霜气压过以后会更甜，是秋日甜食和节庆糕点的底料。,秋季甜食作物描述
item_name_seed_shanli_lingshu,name,山栗灵薯种子,秋季储粮作物
desc_seed_shanli_lingshu,desc,埋得住土气，也经得起久放，最适合在入秋后备成一批稳当口粮。,秋季储粮作物描述
item_name_seed_qiusui_zhima,name,秋燧芝麻种子,秋季油料作物
desc_seed_qiusui_zhima,desc,芝麻荚里压着干净的秋燥香，榨出的灵油是许多高阶货的体面底子。,秋季油料作物描述
item_name_seed_xuanxiang_dao,name,玄香稻种子,秋季酿造作物
desc_seed_xuanxiang_dao,desc,谷壳薄，米气长，最适合压成晚秋的灵酿和高端宴席米香。,秋季酿造作物描述
item_name_seed_bailu_yiner,name,白露银耳种子,秋季高端药膳作物
desc_seed_bailu_yiner,desc,沾露后最见灵气，晒得太过反而发硬，白芷总说这种耳花最见手艺。,秋季高端药膳作物描述
item_name_seed_xuewen_luoman,name,雪纹萝蔓种子,冬季家常作物
desc_seed_xuewen_luoman,desc,叶面会浮出一层细雪纹，最适合在寒气刚起时种来顶住冬日灶火。,冬季家常作物描述
item_name_seed_hanyu_baicai,name,寒玉白菜种子,冬季宴席作物
desc_seed_hanyu_baicai,desc,寒气压得越稳，菜帮越甜脆，是冬席和腌藏货最靠得住的一味青白。,冬季宴席作物描述
item_name_seed_binglu_bohe,name,冰露薄荷种子,冬季清凉药草
desc_seed_binglu_bohe,desc,雪后仍带一口凉意的药草，能把燥热和浊气从药汤里压下去。,冬季清凉药草描述
item_name_seed_xuehuo_lingjiang,name,雪火灵姜种子,冬季火暖药材
desc_seed_xuehuo_lingjiang,desc,外皮寒白，芯里却藏着暖劲，是许多御寒药和护心丸的药眼。,冬季火暖药材描述
item_name_seed_xuanshuang_lanmei,name,玄霜蓝莓种子,冬季高端甜果
desc_seed_xuanshuang_lanmei,desc,经霜后甜味更沉，既能压甜品，也能把宴席和饮品的尾韵拉长。,冬季高端甜果描述
item_name_seed_dongcang_yaoshen,name,冬藏药参种子,冬季终局药材
desc_seed_dongcang_yaoshen,desc,要在最深的寒气里慢慢养足药性，收得住的人才能炼出真正压箱底的丹药。,冬季终局药材描述
item_name_seed_shuihang_lianshi,name,水航莲实种子,第二年水系作物
desc_seed_shuihang_lianshi,desc,青禾从静池月影里分出的新种，适合种在水润田边，结出的莲实更耐路、更清口。,第二年水系作物种子描述
item_name_crop_jinsui_yumi,name,金穗玉米,大旱救援作物
desc_crop_jinsui_yumi,desc,颗粒饱满的粗粮玉米，不娇贵，能让赶路和守井的人多撑一顿。,大旱救援作物描述
item_name_crop_yinling_liuyuncao,name,引灵流云草,中期布料作物
desc_crop_yinling_liuyuncao,desc,叶尖会勾住一缕风似的灵气，晒干以后抽出的丝最适合做云丝布卷。,中期布料作物描述
item_name_crop_penhuo_xiaolajiao,name,喷火小辣椒,夏季火系作物
desc_crop_penhuo_xiaolajiao,desc,个头不大，辣劲却直往喉口里钻，火工和夜巡都喜欢带一点在身上。,夏季火系作物描述
item_name_crop_yuewen_huanggua,name,月纹黄瓜,夏季清口作物
desc_crop_yuewen_huanggua,desc,切面水亮，入口有一股清凉回甘，是暑天最稳的爽口水鲜之一。,夏季清口作物描述
item_name_crop_hedeng_lianzi,name,荷灯莲子,夏季节庆作物
desc_crop_hedeng_lianzi,desc,煮糖水时会透出一股灯影似的甜香，常被拿去做节庆盘里的压轴清甜。,夏季节庆作物描述
item_name_crop_shuangtang_nangua,name,霜糖南瓜,秋季甜食作物
desc_crop_shuangtang_nangua,desc,瓜肉细密，蒸熟后像自带一层糖霜，最适合做秋日甜食和节庆馅料。,秋季甜食作物描述
item_name_crop_shanli_lingshu,name,山栗灵薯,秋季储粮作物
desc_crop_shanli_lingshu,desc,一烤就透出栗香，既扛饿也耐放，是镇上最实在的一类储粮作物。,秋季储粮作物描述
item_name_crop_qiusui_zhima,name,秋燧芝麻,秋季油料作物
desc_crop_qiusui_zhima,desc,籽粒黑亮，火候压得稳时能榨出香而不腻的灵油，是高级礼货的底气。,秋季油料作物描述
item_name_crop_xuanxiang_dao,name,玄香稻,秋季酿造作物
desc_crop_xuanxiang_dao,desc,米香绵长，酿酒时会先起一层暖甜气，是高阶灵酿的骨架作物。,秋季酿造作物描述
item_name_crop_bailu_yiner,name,白露银耳,秋季高端药膳作物
desc_crop_bailu_yiner,desc,耳瓣薄润，最适合压进高端药饮和甜润汤里，医修和贵客都认这个口感。,秋季高端药膳作物描述
item_name_crop_xuewen_luoman,name,雪纹萝蔓,冬季家常作物
desc_crop_xuewen_luoman,desc,叶脉里的白纹像结了一层霜，炖汤和热锅都能稳稳接住冬天的胃口。,冬季家常作物描述
item_name_crop_hanyu_baicai,name,寒玉白菜,冬季宴席作物
desc_crop_hanyu_baicai,desc,菜心脆甜，越冷越见清气，是冬席里最稳的压桌青白。,冬季宴席作物描述
item_name_crop_binglu_bohe,name,冰露薄荷,冬季清凉药草
desc_crop_binglu_bohe,desc,闻着清，入口更清，最适合拿来压住高热药方和厚重药膳的尾气。,冬季清凉药草描述
item_name_crop_xuehuo_lingjiang,name,雪火灵姜,冬季火暖药材
desc_crop_xuehuo_lingjiang,desc,切开时姜心微微泛红，是冬天里少见那种既暖身又不燥的灵姜。,冬季火暖药材描述
item_name_crop_xuanshuang_lanmei,name,玄霜蓝莓,冬季高端甜果
desc_crop_xuanshuang_lanmei,desc,霜气压过后会多一层深甜，常拿来做高端甜食和宴后果盘。,冬季高端甜果描述
item_name_crop_dongcang_yaoshen,name,冬藏药参,冬季终局药材
desc_crop_dongcang_yaoshen,desc,药气沉得很稳，只有在最深的寒意里养成时，才配得上续命丹那一转火候。,冬季终局药材描述
item_name_water_supply_relief,name,救援水囊,大旱主线道具
desc_water_supply_relief,desc,用清水葫芦、药散和耐存粗粮封成的应急水囊，一袋就是一户人家多熬过的一天。,大旱主线道具描述
item_name_spirit_core_4,name,四象灵脉枢石,二十四枢主线道具
desc_spirit_core_4,desc,由矿脉、药谷、火位和救援水线共同认回的四枚枢石，是重启二十四节气大阵的第一道门闩。,二十四枢主线道具描述
item_name_special_dinghai_shenzhu,name,定海神珠,二十四枢主线道具
desc_special_dinghai,desc,青禾引水、陆三笑定诀后凝出的水位核心，能压住终巢入口外翻涌的死水与旱气。,二十四枢主线道具描述
building_name_solar_array_final,name,二十四节气大阵,终章建筑
dungeon_name_final_nest,name,噬灵螟巢,终章秘境
item_name_seed_wannian_pantao,name,万年蟠桃种子,终章作物
desc_seed_pantao,desc,二十四节气大阵亮起时从阵心吐出的神话灵种，只能在终阵光纹铺开的田垄里落地。,终章作物描述
item_name_crop_wannian_pantao,name,万年蟠桃,终章作物
desc_crop_pantao,desc,承住四时与众人愿力结成的蟠桃，香气像把大旱之后的第一场雨也收进了果肉里。,终章作物描述
recipe_name_helu_tangshui,name,荷露糖水,第二年水系配方
recipe_name_helu_tangshui_shuihang,name,水航荷露糖水,第二年水航订单配方
recipe_name_chiyan_huxinwan,name,赤焰护心丸,第二年药品配方
recipe_name_bazhen_lingshan,name,八珍灵膳,第二年名铺配方
recipe_name_jiuzhuan_xumingdan,name,九转续命丹,第二年药品配方
recipe_name_plain_ration,name,便携口粮,基础干粮配方
item_name_food_bazhen_lingshan,name,八珍灵膳,第二年名铺货品
desc_food_bazhen,desc,把四时灵蔬、寒浆果与芝麻灵油压成的一席小宴，适合宴后第一张体面单。,第二年名铺货品描述
item_name_med_chiyan_huxinwan,name,赤焰护心丸,第二年药品
desc_med_huxin,desc,用朱砂果与雪火灵姜炼成的火系护心药，入口有一线暖焰护住经脉。,第二年药品描述
item_name_med_jiuzhuan_xumingdan,name,九转续命丹,第二年药品
desc_med_jiuzhuan,desc,白芷医庐压箱底的续命丹，药气九转才肯落定，适合高阶诊疗单。,第二年药品描述
item_name_food_plain_ration,name,便携口粮,基础食物
desc_food_plain_ration,desc,把粗粮和净水压成的耐放口粮，平时不起眼，却最适合修路、巡夜和长途赶路时顶一顿。,基础食物描述
item_name_trade_cloud_box,name,云桥货匣,第二年商路货品
desc_trade_cloud_box,desc,用云丝封缄的小型货匣，能让短途云桥商路里的贵重货少受潮、少丢味。,第二年商路货品描述
item_name_ritual_fire_core,name,祭火芯,第二年仪式货品
desc_ritual_fire_core,desc,从炽砂旧路回收的火芯，能在仪式、护送和高风险商路里稳住一盏不灭火。,第二年仪式货品描述
item_name_build_beam_hardwood,name,硬木梁材,第二年镇建材料
desc_build_beam_hardwood,desc,凡仙镇重建常用的硬木梁材，纹理里还留着洞天灵渠复流后的湿润气。,第二年镇建材料描述
item_name_crop_water_lotus_seed,name,水航莲实,第二年水系作物
desc_crop_water_lotus_seed,desc,灵池水航常带的清甜莲实，既能入汤，也能给远行船队压一压燥气。,第二年水系作物描述
item_name_patrol_ration,name,夜巡干粮,第二年夜巡补给
desc_patrol_ration,desc,压得紧实的巡夜口粮，冷了也不硬，沈孤灯说这东西比豪言壮语顶饿。,第二年夜巡补给描述
item_name_tool_signal_flare,name,传讯火签,第二年夜巡工具
desc_tool_signal_flare,desc,一折即亮的传讯火签，能在秘境入口和镇外夜路之间打出一线回信。,第二年夜巡工具描述
item_name_tea_story_blend,name,岁事茶拼,第二年节庆茶
desc_tea_story_blend,desc,陆三笑把旧年节气故事配进茶里，入口先苦后甜，像把年册翻了一页。,第二年节庆茶描述
item_name_food_festival_mooncake,name,节庆月饼,第二年节庆食物
desc_food_festival_mooncake,desc,用灵油和甜馅压成的节庆月饼，切开时会露出一圈淡淡年轮纹。,第二年节庆食物描述
item_name_gift_archive_scroll,name,年册礼卷,第二年节庆礼品
desc_gift_archive_scroll,desc,书契精喜欢的礼卷，卷轴里能夹住一段店铺、节气和镇民共同留下的记忆。,第二年节庆礼品描述
recipe_name_trade_cloud_box,name,云桥货匣,第二年商路配方
recipe_name_build_beam_hardwood,name,硬木梁材,第二年镇建配方
recipe_name_patrol_ration,name,夜巡干粮,第二年夜巡配方
recipe_name_signal_flare,name,传讯火签,第二年夜巡配方
recipe_name_tea_story_blend,name,岁事茶拼,第二年节庆配方
recipe_name_festival_mooncake,name,节庆月饼,第二年节庆配方
recipe_name_archive_scroll,name,年册礼卷,第二年节庆配方
recipe_name_ritual_fire_core,name,祭火芯,第二年商路配方
event_name_main_0406,name,终阵搭建完成,事件名
event_name_main_0407,name,蟠桃大宴开启,事件名
dialogue_main_0402_001,dialogue,你带我来这儿，不会只是让我看一块旧碑吧。,陆三笑揭秘
dialogue_main_0402_002,dialogue,是碑，也是人。守了这么多年，总该有人把后半句话听完。,陆三笑揭秘
dialogue_main_0402_003,dialogue,你早就知道洞天和大阵的事。,陆三笑揭秘
dialogue_main_0402_004,dialogue,知道。我这一脉，本就是替这地方记时、守时、等时的人。,陆三笑揭秘
dialogue_main_0402_005,dialogue,那你为什么一直不说？,陆三笑揭秘
dialogue_main_0402_006,dialogue,因为说了没用。前些年，没人扛得起；再早些年，有人扛得起，却只想把阵法据为己有。,陆三笑揭秘
dialogue_main_0402_007,dialogue,我等的不是一个最强的人，我等的是一个肯把洞天让给更多人活的人。,陆三笑揭秘
dialogue_main_0402_008,dialogue,所以现在，你觉得我行？,陆三笑揭秘
dialogue_main_0402_009,dialogue,你肯先拿泉救镇，而不是先保自己的收成。我就知道，时机到了。,陆三笑揭秘
dialogue_main_0402_010,dialogue,来吧，二十四枢不是藏宝图，是责任书。我把剩下的阵法口诀交给你。,陆三笑揭秘
dialogue_main_0402_011,dialogue,主线“二十四枢”开启：收集枢石、火精与定海神珠，准备重建节气大阵。,陆三笑揭秘
steam_copy_capsule_main,marketing,二十四节气种田，精怪伙伴替你把荒废洞天经营成前店后厂的仙农小镇。,Steam文案
steam_caption_screenshot_01,marketing,从一间草庐和几块荒田开始，亲手把洞天重新养活。,Steam截图字幕
steam_caption_screenshot_02,marketing,作物会化形成精怪伙伴，接手浇水、搬运、加工和护院。,Steam截图字幕
steam_caption_screenshot_03,marketing,不是出货箱，而是真正开门迎客、陈列定价的店铺经营。,Steam截图字幕
